"ID","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Gender","UKRN","timepoint","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","applicability","crisis_aware_Completed","crisis_learnt_Completed","crisis_explain_Completed","os_explain_Completed","os_learnt_Completed","applicability_Completed"
502,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
503,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
504,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
505,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
506,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
507,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,0,1,0,1,1,1,1,1,1,1,1
508,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
509,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
510,"UKRN01",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,1,1,0,1,1,0,1,1,1
511,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
513,"UKRN01",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
514,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
516,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
517,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,0,1,0,0,1,1,1,1,1,1,1
518,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,0,0,0,1,1,1,1,1,1,1,1
520,"UKRN01",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
521,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
522,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
523,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
524,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,1,0,1,1,0,1,1,1
525,"UKRN01",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
526,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
527,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
528,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
529,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
530,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,0,0,1,1,1,1,1,1
531,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,0,0,0,1,1,1,1,1,1,1,1
532,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
533,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
537,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
538,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
539,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
540,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,0,1,1,1,1,1,1,1
541,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
542,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
543,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
544,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,1,0,1,1,1,1,1,1
545,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,0,0,0,1,1,1,1,1,1
546,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
547,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
548,"UKRN08",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
549,"UKRN08",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
550,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
551,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,0,1,1,1,1,1,1,1,1
552,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
553,"UKRN08",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
554,"UKRN08",NA,NA,"Year 2",NA,NA,"1","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
555,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
556,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
557,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
558,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
559,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
560,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
561,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
562,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,0,1,1,1,1,1,1
563,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
564,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
565,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
566,"UKRN08",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
567,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
568,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
569,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
570,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
571,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
572,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
574,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
575,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
576,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,1,1,1,1,1,1,1,1
577,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
578,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
579,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
580,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
581,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
582,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
583,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
584,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
585,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,0,1,0,0,1,1,1,1,1,1,1
586,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,0,1,1,1,1,1,1
587,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,0,0,1,1,0,1,1,1
588,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
589,"UKRN08",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
590,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
591,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
592,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
593,"UKRN08",NA,NA,"Year 2",NA,NA,"1","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
594,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
595,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
596,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,0,1,1,1,1,1,1
597,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
598,"UKRN08",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
599,"UKRN08",NA,NA,"Year 2",NA,NA,"3","UKRN",3,1,1,0,0,1,1,1,1,1,1,1,1
600,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
601,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
602,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
603,"UKRN08",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
604,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
605,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
606,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,0,0,1,1,0,1,1,1
607,"UKRN08",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
608,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
609,"UKRN08",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
610,"UKRN08",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
612,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
613,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
614,"UKRN08",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
615,"UKRN08",NA,NA,"Year 1",NA,NA,"3","UKRN",3,1,0,0,0,1,0,1,1,1,1,1,1
616,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
617,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
618,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,0,1,1,1,1,1,1
619,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,0,0,1,1,1,1,1,1
620,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,0,1,1,1,1,1,1,1
621,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,1,1,1,1,1,1,1,1
622,"UKRN08",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
623,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,1,1,1,1,0,1,1,1
624,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
625,"UKRN08",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
626,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
627,"UKRN08",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,1,1,0,1,1,1,1,1,1
628,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
629,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
630,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
631,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
632,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
633,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
634,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,0,1,1,1,1,1,1,1
635,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
636,"UKRN08",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
637,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
638,"UKRN08",NA,NA,"Year 2",NA,NA,"3","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
639,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,1,1,1,1,1,1,1,1
640,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
641,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
642,"UKRN08",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
643,"UKRN08",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
644,"UKRN08",NA,NA,"Year 2",NA,NA,"1","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
645,"UKRN08",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,0,0,1,1,1,1,1,1,1,1
647,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
648,"UKRN08",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
649,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
650,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
651,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
652,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
653,"UKRN08",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,0,1,0,0,1,1,1,1,1,1,1
654,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
657,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
