StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q5,Q6,Q26,Q14,Q9,Q9_3_TEXT,Q15,Q16,Q8,Q17,Q11,Q12,Q13,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_12,Q28_13,Q28_14,Q28_15,Q28_16,Q18.1_1,Q18.1_2,Q18.1_3,Q18.1_4,Q18.1_5,Q18.1_6,Q18.1_7,Q18.1_8,Q18.2_1,Q18.2_2,Q18.2_3,Q18.2_4,Q18.2_5,Q18.2_6,Q18.2_7,Q18.2_8,Q22,Q23,Q31,Q32,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q48,Q47
27/01/2020 04:56,27/01/2020 08:34,IP Address,100,13091,TRUE,27/01/2020 08:34,R_3Pi4IaUi5WZO8ZW,anonymous,EN,Yes,Yes,UNI01,,Full-time,No,,3,3rd Year,,,Psychology,Yes,Female,Strongly agree,Disagree,Have no opinion,Have no opinion,Have no opinion,Disagree,Strongly agree,Strongly disagree,Have no opinion,Agree,Disagree,Strongly disagree,Have no opinion,Disagree,Have no opinion,Agree,,,I have heard of this,,,,,,,,,,,,,,Agree,Agree,Strongly agree,Have no opinion,Agree,Disagree,Agree,Strongly agree,Not sure,,,Yes,No,Yes,No
27/01/2020 08:40,27/01/2020 09:17,IP Address,100,2229,TRUE,27/01/2020 09:17,R_qEqY3UjjC3Qc9rP,anonymous,EN,Yes,Yes,UKRN02,,Full-time,No,,3,3rd Year,,,Psychology,Yes,Female,Agree,Disagree,Have no opinion,Have no opinion,Agree,Have no opinion,Strongly agree,Agree,Have no opinion,Agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,,,I have heard of this,I have heard of this,I have heard of this,I have done/used this,,I have done/used this,,,I have done/used this,,,Agree,Disagree,Agree,Agree,Agree,Agree,Have no opinion,Agree,No,,,Yes,Yes,Yes,
27/01/2020 09:34,27/01/2020 09:41,IP Address,100,370,TRUE,27/01/2020 09:41,R_zSdiztJvoEbvNGV,anonymous,EN,Yes,Yes,UKRN02,,Full-time,Other (Please specify),There’s an optional one you can decide to do nearer the time,3,1st Year,,,Psychology,Yes,Female,Agree,Disagree,Have no opinion,Disagree,Agree,Have no opinion,Have no opinion,Disagree,Agree,Have no opinion,Have no opinion,Disagree,Agree,Disagree,Have no opinion,Have no opinion,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,I have heard of this,,,,,,,,,Strongly Agree,Disagree,Agree,Disagree,Agree,Have no opinion,Have no opinion,Have no opinion,Yes,Yes,"It’s when studies aren’t being replicated to check their reliability because journals want ‘new, interesting findings’ and non significant results may not be seen as interesting",Yes,Yes,Yes,
27/01/2020 10:14,27/01/2020 10:20,IP Address,100,361,TRUE,27/01/2020 10:20,R_2AFI9HgLlJY7Bru,anonymous,EN,Yes,Yes,UNI02,,Full-time,No,,3,2nd Year,,,BSc Psychology Hons,No,N/A,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Have no opinion,Agree,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,I have done/used this,,,,,I have done/used this,Strongly Agree,Strongly disagree,Strongly agree,Have no opinion,Agree,Disagree,Strongly disagree,Agree,Yes,Yes,"A crisis whereby many important aspects of research have been found to not be able to be replicated, indicated an unreliable method and results",Not sure,Not sure,Yes,
27/01/2020 10:16,27/01/2020 10:22,IP Address,100,383,TRUE,27/01/2020 10:22,R_1oFspqnl7npLaWn,anonymous,EN,Yes,Yes,UNI02,,Full-time,No,,3,1st Year,,,Forensic Psychology ,Yes,20,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Have no opinion,Disagree,Have no opinion,Have no opinion,I have heard of this,,I have heard of this,,,I have heard of this,,I have heard of this,I have done/used this,,I have done/used this,,,I have done/used this,,I have done/used this,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Have no opinion,Not sure,,,Not sure,No,Yes,
27/01/2020 10:22,27/01/2020 10:27,IP Address,100,312,TRUE,27/01/2020 10:27,R_PRp3VI7yhz841Wh,anonymous,EN,Yes,Yes,UNI02,,Full-time,No,,3,2nd Year,,,Single honours Psychology ,Yes,Female,Strongly agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Agree,Have no opinion,Have no opinion,Strongly agree,,,I have heard of this,,,,,I have heard of this,,,,,,,,I have done/used this,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Yes,Yes,Where classic studied have been replicated but the results found are not the same. ,No,Not sure,Yes,
27/01/2020 10:19,27/01/2020 10:27,IP Address,100,492,TRUE,27/01/2020 10:27,R_2Srv2eJryweJUyD,anonymous,EN,Yes,Yes,UNI02,,Part-time,No,,,,3,2nd Year,Psychology ,No,Male ,Strongly agree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,,,I have done/used this,,,Strongly Agree,Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Yes,Yes,Unable to replicate findings of studies ,Yes,No,Yes,
27/01/2020 10:26,27/01/2020 10:32,IP Address,100,370,TRUE,27/01/2020 10:32,R_3Ic6FncF1KNuNGu,anonymous,EN,Yes,Yes,UNI02,,Full-time,No,,3,3rd Year,,,Psychology ,No,Female ,Agree,Disagree,Have no opinion,Disagree,Agree,Disagree,Strongly agree,Disagree,Have no opinion,Have no opinion,Agree,Disagree,Disagree,Agree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,,,,,,Agree,Have no opinion,Agree,Agree,Agree,Have no opinion,Have no opinion,Agree,Yes,Not sure,A study being difficult to replicate ,No,No,Yes,
27/01/2020 10:30,27/01/2020 10:37,IP Address,100,442,TRUE,27/01/2020 10:37,R_2tsTy0LJcuXbVIf,anonymous,EN,Yes,Yes,UNI02,,Full-time,No,,3,2nd Year,,,Psychology,Yes,Female ,Have no opinion,Strongly disagree,Have no opinion,Disagree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Have no opinion,Disagree,Strongly disagree,Strongly agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,,,,,,Strongly Agree,Disagree,Agree,Strongly agree,Agree,Agree,Disagree,Have no opinion,Yes,Yes,"studies find positive results but they aren’t replicable meaning they are less reliable, can raise a question as to wether anything found is due to chance ",Not sure,Yes,Yes,
27/01/2020 10:33,27/01/2020 10:40,IP Address,100,440,TRUE,27/01/2020 10:40,R_2AMeH4FQdOvHbUc,anonymous,EN,Yes,Yes,UNI02,,Full-time,No,,3,3rd Year,,,Psychology ,Yes,Female ,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Have no opinion,Strongly disagree,Have no opinion,Disagree,Strongly disagree,Strongly agree,I have heard of this,,I have heard of this,,,I have heard of this,,I have heard of this,,,,,,,,,Strongly Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly Agree,Agree,Have no opinion,Strongly agree,Yes,Yes,Replication of original studies are not producing the same results,No,No,Yes,
27/01/2020 10:40,27/01/2020 10:54,IP Address,100,784,TRUE,27/01/2020 10:54,R_1H19dzlHXqREtss,anonymous,EN,Yes,Yes,UNI02,,Full-time,No,,3,3rd Year,,,Psychology ,Yes,Female ,Agree,Agree,Have no opinion,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Have no opinion,Disagree,Have no opinion,Disagree,I have heard of this,I have heard of this,I have heard of this,,,I have heard of this,,I have heard of this,I have done/used this,,I have done/used this,,,,,,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Yes,No,There is limited replicability of various studies and so renders the results less reliable and therefore less research being conducted is producing entirely reliable information to the rest of the world. ,Yes,No,Yes,
27/01/2020 11:09,27/01/2020 11:16,IP Address,100,389,TRUE,27/01/2020 11:16,R_1pJWpgMyeGY8sFW,anonymous,EN,Yes,Yes,UNI02,,Full-time,No,,3,1st Year,,,Psychology with counselling ,Yes,Female,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Have no opinion,Agree,Have no opinion,Agree,Agree,Agree,Agree,I have heard of this,I have heard of this,I have heard of this,,,I have heard of this,I have heard of this,I have heard of this,I have done/used this,,,,,,,,Disagree,Disagree,Agree,Agree,Strongly Agree,Have no opinion,Disagree,Agree,Yes,Not sure,The issues that replications of studies can bring about if done incorrectly,Not sure,Yes,Yes,
27/01/2020 11:32,27/01/2020 11:41,IP Address,100,552,TRUE,27/01/2020 11:41,R_3dYN6HrifI97mSP,anonymous,EN,Yes,Yes,UNI02,,Full-time,No,,3,3rd Year,,,Bsc(hons) psychology ,Yes,Female ,Agree,Strongly disagree,Have no opinion,Disagree,Have no opinion,Have no opinion,Have no opinion,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Have no opinion,Have no opinion,Disagree,Disagree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,,,,,,Strongly Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Have no opinion,Agree,Yes,Yes,When there is an issue in studies which are replicated finding the same results ,No,Not sure,Yes,
27/01/2020 12:46,27/01/2020 12:54,IP Address,100,480,TRUE,27/01/2020 12:54,R_1WSAlUfkIskNpjH,anonymous,EN,Yes,Yes,UNI01,,Full-time,No,,3,2nd Year,,,BSc (Hons) Psychology with Criminology,Yes,Female,Agree,Disagree,Have no opinion,Disagree,Agree,Have no opinion,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,,,I have heard of this,I have heard of this,I have heard of this,,,I have heard of this,,,,,,,,,Agree,Disagree,Agree,Agree,Agree,Agree,Have no opinion,Have no opinion,Yes,No,Individual's altering their results to make them seem replicable/reproducible ,No,No,Yes,
27/01/2020 13:39,27/01/2020 13:50,IP Address,100,624,TRUE,27/01/2020 13:50,R_2sc0ryNbr5r5KlU,anonymous,EN,Yes,Yes,UNI02,,Full-time,No,,3,2nd Year,,,Psychology with clinical skills,No,Female,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Have no opinion,,,,I have heard of this,,,I have heard of this,I have heard of this,,,I have done/used this,,,,,,Agree,Disagree,Strongly agree,Strongly disagree,Have no opinion,Agree,Strongly disagree,Strongly agree,Yes,Yes,"Researchers have tried to copy the methodology of previous studies and theories and due to several reasons, the new studies are not getting the same results, we are unable to provide further support and evidence to support the original hypothesis.  Sometimes this is due to the full methodolgy not being available or data not being correctly analysed.  Researchers may have chosen to massage the data or only publish research with the outcome they wanted",Yes,Yes,Yes,
27/01/2020 13:34,27/01/2020 14:46,IP Address,100,4325,TRUE,27/01/2020 14:46,R_2EGnwTamBkHrpip,anonymous,EN,Yes,Yes,UNI01,,Full-time,No,,3,3rd Year,,,Psychology with Criminology,No,Female,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Have no opinion,Have no opinion,Agree,Strongly disagree,Have no opinion,Disagree,Strongly disagree,Strongly agree,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,,I have heard of this,I have done/used this,I have done/used this,I have done/used this,,I have done/used this,I have done/used this,,I have done/used this,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly agree,Yes,Yes,That all 'new' studies are currently just trying to replicate the results of previous studies without bringing anything actually new into the field. It becomes producing more evidence for already existing evidence and does not result in any progress in knowledge.,Yes,Yes,Yes,
27/01/2020 15:43,27/01/2020 15:49,IP Address,100,328,TRUE,27/01/2020 15:49,R_uzfL1Pc4h2h6F3z,anonymous,EN,Yes,Yes,UNI02,,Full-time,Yes,,3,2nd Year,,,Psychology,No,Female,Agree,Strongly disagree,Have no opinion,Strongly agree,Have no opinion,Strongly disagree,Strongly agree,Disagree,Have no opinion,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,,,I have heard of this,,,,,I have heard of this,I have done/used this,I have done/used this,,I have done/used this,I have done/used this,I have done/used this,I have done/used this,,Agree,Disagree,Strongly agree,Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Yes,If a study cannot be replicated then it isn’t correct,No,No,Yes,
28/01/2020 02:09,28/01/2020 02:15,IP Address,100,350,TRUE,28/01/2020 02:15,R_1o7sZhlbcPPk79A,anonymous,EN,Yes,Yes,UNI02,,Full-time,No,,3,2nd Year,,,Bsc (Hons) Psychology,No,Female,Have no opinion,Agree,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Agree,Disagree,Agree,Strongly agree,Disagree,Have no opinion,Have no opinion,Disagree,Agree,,,I have heard of this,,,,,,I have done/used this,I have done/used this,,I have done/used this,I have done/used this,I have done/used this,I have done/used this,I have done/used this,Have no opinion,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Yes,Yes,Copying,Not sure,Not sure,Not sure,No
28/01/2020 01:54,28/01/2020 02:48,IP Address,100,3227,TRUE,28/01/2020 02:48,R_1QJGRoQIAhk8bRr,anonymous,EN,Yes,Yes,UNI02,,Full-time,Yes,,4,2nd Year,,,Forensic psychology ,No,Female ,Agree,Agree,Have no opinion,Disagree,Have no opinion,Have no opinion,Agree,Disagree,Agree,Have no opinion,Agree,Strongly disagree,Agree,Disagree,Disagree,Disagree,I have heard of this,,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,,,I have done/used this,,,Agree,Have no opinion,Agree,Agree,Have no opinion,Disagree,Disagree,Disagree,Yes,Yes,Researchers who complete the same data to try and get a result. People need to learn from data that hasnt produced results too to see if other variables would make a difference. ,Yes,Yes,Yes,Some questions we are aware of  in second year but not all
28/01/2020 04:16,28/01/2020 04:22,IP Address,100,375,TRUE,28/01/2020 04:22,R_SBmiKJ1N7bLBjqx,anonymous,EN,Yes,Yes,UNI01,,Full-time,No,,3,1st Year,,,Psychology BSc (Hons),Yes,Female,Agree,Strongly disagree,Strongly agree,Disagree,Have no opinion,Disagree,Agree,Have no opinion,Have no opinion,Have no opinion,Disagree,Strongly disagree,Have no opinion,Disagree,Disagree,Agree,,,,,,,,,I have done/used this,,I have done/used this,,,,,,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Have no opinion,Not sure,,,No,No,Yes,
28/01/2020 09:09,28/01/2020 09:24,IP Address,100,896,TRUE,28/01/2020 09:24,R_el07cOd8SP59Xq1,anonymous,EN,Yes,Yes,UNI01,,Full-time,No,,3,1st Year,,,Bsc Psychology (Hons),Yes,Female,Agree,Disagree,Have no opinion,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,,,,,,,,,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Yes,Yes,When studies are replicated it is difficult to get the same results,No,Not sure,Yes,
28/01/2020 15:46,28/01/2020 15:55,IP Address,100,504,TRUE,28/01/2020 15:55,R_2ttm3QfRaYsIl0A,anonymous,EN,Yes,Yes,UNI02,,Full-time,No,,3,2nd Year,,,Psychology with clinical skills,No,Female ,Strongly agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Have no opinion,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,,,I have heard of this,,,,I have heard of this,I have heard of this,,,,,,,,,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Have no opinion,Yes,Not sure,Not getting the same results to prove anything ,No,Not sure,Yes,No
