"","ID","Progress","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","Perception_Score_Total","Perception_Score_Mean","Knowledge_Score_Total","Knowledge_Score_Mean","Awareness_Score_Total","Experience_Score_Total","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","applicability","comments"
"753",799,"100","UKRN08","Full-time","Yes","Year 2","3","Psychology BSc (Hons)","Yes","Female","UKRN",1,9,9,15,15,5,3,1,1,0,1,1,0,"I think this may be more applicable to post graduate students such as those completing PhDs. However, I think it is important to be taught about these issues during an undergraduate degree, especially for those looking to further their education or go into research."
"754",800,"100","UKRN08","Full-time","Yes","Year 2","4","Psychology with Criminology","No","Female","UKRN",1,3,3,19,19,4,5,1,1,0,0,0,1,""
"755",801,"100","UNI52","Full-time","No","Year 2","3","BSc Psychology","No","Female","Non-UKRN",1,11,11,20,20,4,4,1,1,0,0,0,1,""
"756",802,"100","UNI68","Full-time","Yes","Placement Year","4","Psychology with a professional placement year ","Yes","Female ","Non-UKRN",1,14,14,22,22,6,2,1,1,0,0,0,0,""
"757",803,"100","UNI68","Full-time","No","Year 1","3","Psychology with Business Management","Yes","Female","Non-UKRN",1,3,3,13,13,3,2,1,1,1,0,0,1,""
"758",804,"100","UNI68","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,4,4,18,18,1,1,1,1,0,0,0,0,""
"759",805,"100","UNI68","Full-time","No","Year 2","3","Psychology with Clinical Approaches ","Yes","Female","Non-UKRN",1,11,11,19,19,5,3,1,1,1,1,1,1,""
"760",806,"100","UNI68","Full-time","Yes","Year 2","4","Psychology BSc","Yes","Female","Non-UKRN",1,20,20,29,29,7,0,1,0,1,1,0,1,""
"761",807,"100","UNI68","Full-time","Yes","Final Year","4","Psychology with a Professional Placement","Yes","female","Non-UKRN",1,22,22,25,25,8,5,1,1,1,1,1,1,"We never learnt about these topics in relation to qualitative research. I did a qual. dissertation and found it difficult to self-teach what these meant for me in relation to my project."
"762",808,"100","UNI68","Full-time","No","Final Year","3","Psychology ","Yes","Female","Non-UKRN",1,13,13,25,25,7,0,0,NA,9999,0,0,0,""
"763",809,"100","UNI68","Full-time","Yes","Year 1","3","Psychology with Neuroscience","Yes","Female","Non-UKRN",1,11,11,21,21,5,2,1,1,1,0,0,1,""
"764",810,"100","UNI68","Full-time","Yes","Final Year","4","Psychology","Yes","Female","Non-UKRN",1,17,17,25,25,3,1,0,NA,9999,0,0,1,""
"765",811,"100","UNI68","Full-time","No","Final Year","4","Psychology with Neuroscience ","Yes","Female","Non-UKRN",1,5,5,17,17,3,2,0,NA,9999,0,0,1,""
"766",812,"100","UNI68","Full-time","No","Final Year","3","BSc Psychology","Yes","M","Non-UKRN",1,12,12,16,16,8,6,1,0,9999,1,0,1,""
"767",813,"100","UNI68","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","Non-UKRN",1,7,7,19,19,6,2,0,NA,9999,0,0,0,""
"768",814,"100","UNI68","Full-time","No","Year 2","3","Bcs Psychology","Yes","Female","Non-UKRN",1,4,4,17,17,2,1,0,NA,9999,0,0,1,""
"769",815,"100","UNI68","Full-time","No","Final Year","3","Psychology with Neuroscience","Yes","Female","Non-UKRN",1,3,3,20,20,3,1,0,NA,9999,0,0,1,""
"770",816,"100","UNI68","Full-time","No","Year 2","4","Psychology with economics","No","Female","Non-UKRN",1,15,15,22,22,1,2,0,NA,9999,0,0,0,""
"771",817,"100","UNI68","Full-time","Yes","Year 2","4","BSc Psychology","Yes","Female","Non-UKRN",1,13,13,24,24,5,3,0,NA,9999,0,0,0,""
"772",818,"100","UKRN08","Full-time","Yes","Placement Year","4","Psychology","No","Female ","UKRN",1,20,20,23,23,6,5,1,1,1,1,1,1,""
"773",819,"100","UNI68","Full-time","No","Year 2","3","Psychology with criminology ","Yes","Female ","Non-UKRN",1,7,7,17,17,7,1,0,NA,9999,0,0,1,""
"774",820,"100","UNI68","Full-time","No","Final Year","4","Psychology and criminology ","Yes","Female","Non-UKRN",1,16,16,16,16,7,1,1,1,0,0,0,1,""
"775",821,"100","UNI68","Full-time","No","Year 1","3","Psychology BSc ","No","Male (ftm)","Non-UKRN",1,16,16,26,26,5,1,1,1,1,0,0,1,""
"776",822,"100","UNI68","Full-time","No","Final Year","4","psychology with clinical approaches ","No","Male","Non-UKRN",1,6,6,18,18,5,2,0,NA,9999,0,0,1,""
"777",823,"100","UNI68","Full-time","Yes","Year 2","3","psychology with criminology","Yes","Female","Non-UKRN",1,7,7,13,13,6,2,0,NA,9999,0,0,1,""
"778",824,"100","UNI68","Full-time","No","Final Year","3","Psychology with Clinical Approaches","No","CisFemale","Non-UKRN",1,12,12,15,15,7,4,0,NA,9999,1,0,1,"Regarding journal access - Prices of access are a real barrier to students, especially during corona virus where we had no access t library materials so relied completely on those accessible by open Athens/shibboleth"
"779",825,"100","UNI68","Full-time","No","Year 2","3","Bsc Psychology","Yes","Female","Non-UKRN",1,7,7,22,22,8,0,1,1,0,0,0,1,""
"780",826,"100","UKRN08","Full-time","Yes","Year 2","3","Psychology","No","Female ","UKRN",1,4,4,21,21,4,6,1,1,1,0,0,1,""
"781",827,"100","UKRN08","Full-time","Yes","Placement Year","3","Psychology ","Yes","Female ","UKRN",1,14,14,24,24,0,8,1,1,1,1,1,1,"Used in dissertation consortium project, worked well realised the importance of pre-reg and open science "
"782",828,"100","UNI68","Full-time","Yes","Final Year","4","Psychology (with a professional placement year) ","Yes","Female ","Non-UKRN",1,2,2,16,16,5,0,1,1,1,0,0,1,""
"783",829,"100","UNI68","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,11,11,19,19,3,1,1,0,1,0,0,0,""
"784",830,"100","UNI68","Full-time","Yes","Placement Year","4","Psychology with Criminology (with professional placement year)","Yes","Female ","Non-UKRN",1,4,4,14,14,4,0,0,NA,9999,0,0,1,""
"785",831,"100","UNI68","Full-time","No","Year 1","3","Psychology BSc","Yes","Female","Non-UKRN",1,15,15,22,22,4,3,1,1,1,0,0,1,""
"786",832,"100","UNI68","Full-time","No","Final Year","4","Psychology","Yes","Female","Non-UKRN",1,5,5,21,21,2,2,1,0,0,0,0,0,""
"787",833,"100","UNI68","Full-time","No","Year 2","3","BSc Psychology","No","Female","Non-UKRN",1,9,9,19,19,6,2,1,1,0,0,0,1,""
"788",834,"100","UNI68","Full-time","No","Year 2","3","Psychology with clinical approaches","No","Female","Non-UKRN",1,11,11,21,21,5,3,0,NA,9999,0,0,1,"Would make data collection easier and perhaps expand data sets already available making it more similar to the global population"
"789",835,"100","UNI68","Full-time","No","Year 2","3","Psychology","Yes","Female ","Non-UKRN",1,14,14,17,17,2,1,1,1,1,0,0,1,""
"790",836,"100","UNI68","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,8,8,19,19,4,1,0,NA,9999,0,0,1,""
"791",837,"100","UNI69","Full-time","No","Year 1","4","Psychology ","No","Female ","Non-UKRN",1,3,3,13,13,8,1,0,NA,9999,0,0,1,""
"792",838,"100","UNI68","Full-time","Yes","Placement Year","4","Bsc Pcyhology with a placement year","Yes","female","Non-UKRN",1,8,8,21,21,3,4,1,0,1,1,0,1,""
"793",839,"100","UNI68","Full-time","Yes","Final Year","4","Psychology with Neuroscience ","Yes","Female ","Non-UKRN",1,-3,-3,7,7,2,1,0,NA,9999,0,0,1,""
"794",840,"100","UNI68","Full-time","Yes","Placement Year","4","Psychology BSc","Yes","Female","Non-UKRN",1,7,7,17,17,4,1,0,NA,9999,1,0,0,""
"795",841,"100","UNI68","Full-time","No","Year 1","3","Psychology with criminology ","Yes","Female","Non-UKRN",1,5,5,20,20,8,5,1,1,1,0,0,1,""
"796",842,"100","UNI68","Full-time","No","Final Year","4","Psychology (with foundation year)","Yes","Female","Non-UKRN",1,15,15,19,19,8,1,0,NA,9999,0,0,1,""
"797",843,"100","UNI52","Full-time","Other (Please specify)","Year 1","3","BSc Psychology ","Yes","Female ","Non-UKRN",1,11,11,20,20,3,1,1,1,0,0,1,1,""
"798",844,"100","UNI68","Full-time","No","Year 1","3","BSc Psychology with Criminology","Yes","Female","Non-UKRN",1,12,12,16,16,6,0,1,1,1,0,1,1,""
"799",845,"100","UNI68","Full-time","No","Year 1","3","psychology bsc","Yes","female","Non-UKRN",1,5,5,21,21,3,1,1,1,0,0,0,1,""
"800",846,"100","UNI68","Full-time","Other (Please specify)","Final Year","4","Psychology Bsc","Yes","male","Non-UKRN",1,8,8,25,25,1,3,1,1,1,0,0,1,""
"801",847,"100","UNI68","Full-time","Yes","Year 1","4","Psychology","No","Female ","Non-UKRN",1,14,14,26,26,7,2,1,1,1,1,0,1,""
"802",848,"100","UNI68","Full-time","Yes","Placement Year","4","Bsc Psychology ","Yes","Female ","Non-UKRN",1,16,16,19,19,5,5,0,NA,9999,1,0,1,""
"803",849,"100","UNI68","Full-time","No","Year 1","3","psychology","No","male","Non-UKRN",1,8,8,15,15,7,5,1,1,0,0,0,1,""
"804",850,"100","UNI68","Full-time","Other (Please specify)","Placement Year","4","Psychology with business and management (with a year abroad in year 3)","Yes","Female","Non-UKRN",1,21,21,23,23,2,2,1,0,0,0,0,1,""
"805",851,"100","UNI68","Full-time","Yes","Year 1","4","Psychology ","No","Female ","Non-UKRN",1,12,12,25,25,4,4,1,1,1,1,0,1,""
"806",852,"100","UNI68","Full-time","No","Year 1","3","BSc Psychology with Neuroscience","No","female","Non-UKRN",1,12,12,28,28,4,3,1,1,0,1,1,1,""
"807",853,"100","UNI68","Full-time","No","Year 2","3","Bsc Psychology ","Yes","Male","Non-UKRN",1,15,15,23,23,2,8,1,1,0,0,0,1,""
"808",854,"100","UNI68","Full-time","Yes","Placement Year","3","Psychology","Yes","Female","Non-UKRN",1,10,10,25,25,5,0,1,1,0,1,1,1,""
"809",855,"100","UNI68","Full-time","No","Year 1","4","Psychology with clinical approaches ","Yes","Female","Non-UKRN",1,13,13,20,20,5,3,1,1,1,0,0,1,""
"810",856,"100","UNI68","Full-time","No","Year 1","3","Psychology","No","female","Non-UKRN",1,12,12,23,23,6,2,1,1,1,0,0,1,""
"811",857,"100","UNI01","Full-time","No","Year 2","3","Psychology with Criminology BSc (Hons)","Yes","Female ","Non-UKRN",1,9,9,20,20,3,1,0,NA,9999,0,0,1,""
"812",859,"100","UNI68","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,12,12,22,22,1,3,1,1,0,0,0,1,""
"813",860,"100","UNI52","Full-time","No","Year 1","3","Music and Psychology BA (hons)","No","female","Non-UKRN",1,16,16,27,27,2,4,1,1,0,1,1,1,""
"814",861,"100","UNI69","Full-time","No","Final Year","4","Psychology ","No","Female ","Non-UKRN",1,17,17,23,23,4,4,1,NA,0,0,1,1,""
"815",862,"100","UKRN08","Full-time","Yes","Year 2","3","Psychology ","Yes","Female","UKRN",1,23,23,19,19,2,2,1,1,1,1,1,1,""
"816",863,"81","UKRN08","Full-time","No","Year 2","3","Psychology ","Yes","male","UKRN",1,-1,-1,18,18,3,2,1,NA,9999,NA,NA,NA,""
"817",864,"46","UKRN08","Full-time","Yes","Year 1","4","Psychology Bsc","Yes","Female","UKRN",1,NA,NA,NA,NA,0,0,NA,NA,9999,NA,NA,NA,""
"818",865,"59","UNI69","Full-time","No","Year 1","4","Foundation year psychology ","No","Female","Non-UKRN",1,7,7,NA,NA,4,3,NA,NA,9999,NA,NA,NA,""
"819",866,"70","UNI52","Full-time","No","Final Year","3","Psychology Bsc","No","Female","Non-UKRN",1,6,6,NA,NA,5,3,NA,NA,9999,NA,NA,NA,""
"820",867,"51","UNI52","Full-time","No","Year 1","3","Psychology ","Yes","Female","Non-UKRN",1,9,9,NA,NA,5,3,NA,NA,9999,NA,NA,NA,""
"821",868,"59","UNI52","Full-time","No","Year 1","3","Psychology","Yes","Female","Non-UKRN",1,10,10,NA,NA,3,0,NA,NA,9999,NA,NA,NA,""
"822",869,"65","UKRN08","Full-time","No","Final Year","3","Psychology","Yes","","UKRN",1,10,10,NA,NA,5,1,NA,NA,9999,NA,NA,NA,""
"823",870,"51","UNI52","Full-time","No","Final Year","3","Psychology ","Yes","Female","Non-UKRN",1,7,7,NA,NA,8,3,NA,NA,9999,NA,NA,NA,""
"824",871,"59","UNI52","Full-time","No","Year 2","3","Psychology ","Yes","female ","Non-UKRN",1,2,2,NA,NA,4,1,NA,NA,9999,NA,NA,NA,""
"825",872,"100","UNI68","Full-time","No","Year 1","3","Psychology with Neuroscience","Yes","Male","Non-UKRN",1,15,15,24,24,7,0,1,1,1,1,0,1,"Every undergrad and postgrad student should be aware of Open Science and the replicability crisis. "
"826",873,"100","UNI68","Full-time","No","Year 1","3","Psychology ","Yes","Female","Non-UKRN",1,13,13,22,22,4,4,1,1,0,1,0,1,""
"827",874,"59","UKRN08","Full-time","Yes","Placement Year","4","Psychology","Yes","Female","UKRN",1,6,6,NA,NA,8,4,NA,NA,9999,NA,NA,NA,""
"828",875,"81","UNI69","Full-time","No","Year 1","3","Psychology ","Yes","Female ","Non-UKRN",1,8,8,13,13,5,3,1,NA,9999,NA,NA,NA,""
"829",876,"100","UNI68","Full-time","No","Year 1","3","Psychology","Yes","Female","Non-UKRN",1,6,6,14,14,3,1,1,1,1,0,0,1,""
"830",877,"100","UNI68","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,11,11,18,18,3,5,1,0,0,0,0,1,""
"831",878,"46","UNI52","Full-time","No","Year 2","3","Psychology and Childhood and Youth (combined)","Yes","Female","Non-UKRN",1,NA,NA,NA,NA,0,0,NA,NA,9999,NA,NA,NA,""
"832",879,"100","UKRN08","Full-time","No","Year 1","4","Psychology","No","female","UKRN",1,12,12,28,28,2,2,1,1,1,1,1,1,""
"833",880,"100","UNI68","Full-time","Yes","Year 1","4","Psychology With A Professional Placement Year","Yes","Female","Non-UKRN",1,14,14,22,22,5,3,1,1,1,0,0,1,""
"834",881,"100","UNI68","Full-time","No","Final Year","3","Psychology with Clinical Approaches","Yes","Female","Non-UKRN",1,11,11,19,19,4,3,0,NA,9999,0,0,1,""
"835",882,"100","UNI52","Full-time","No","Year 1","3","Film and Visual Culture and Psychology","Yes","Female","Non-UKRN",1,17,17,26,26,3,2,1,1,1,1,1,1,"No"
"836",883,"100","UNI52","Full-time","No","Year 2","3","Psychology","No","M","Non-UKRN",1,11,11,21,21,6,1,0,NA,9999,0,1,1,"Scientific publishing is a FUCKING racket."
"837",884,"100","UNI01","Full-time","No","Final Year","3","Psychology with Criminology","No","","Non-UKRN",1,13,13,20,20,3,1,0,NA,9999,0,1,1,""
"838",885,"100","UNI69","Full-time","No","Year 1","3","BSc Psychology","No","","Non-UKRN",1,9,9,19,19,3,3,1,0,0,1,0,1,""
"839",886,"100","UNI69","Full-time","No","Final Year","3","Psychology Honours","Yes","F","Non-UKRN",1,14,14,19,19,1,7,1,1,0,1,1,1,"To be prepared for a psychology degree I think it important to have a better understanding of statistics, statistics are barely touched upon in college. "
"840",887,"100","UKRN08","Full-time","Other (Please specify)","Year 1","3","BsC Psychology","Yes","Female","UKRN",1,14,14,16,16,2,6,1,1,1,1,1,1,""
"841",888,"59","UNI69","Full-time","No","Final Year","3","Psychology with Honours","Yes","Female ","Non-UKRN",1,12,12,NA,NA,2,6,NA,NA,9999,NA,NA,NA,""
"842",889,"51","UKRN08","Full-time","Yes","Year 2","4","Foundation psychology with criminology ","No","F","UKRN",1,13,13,NA,NA,8,5,NA,NA,9999,NA,NA,NA,""
