"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q1","Q5","Q6","Q26","Q14","Q9","Q9_3_TEXT","Q15","Q2nd.Year9","Q8","Q17","Q11","Q12","Q13","Q28_1","Q28_2","Q28_3","Q28_4","Q28_5","Q28_6","Q28_7","Q28_8","Q28_9","Q28_10","Q28_11","Q28_12","Q28_13","Q28_14","Q28_15","Q28_16","Q18.1_1","Q18.1_2","Q18.1_3","Q18.1_4","Q18.1_5","Q18.1_6","Q18.1_7","Q18.1_8","Q18.2_1","Q18.2_2","Q18.2_3","Q18.2_4","Q18.2_5","Q18.2_6","Q18.2_7","Q18.2_8","Q22","Q23","Q31","Q32","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q41","Q42","Q48","Q47"
"48","10/03/2022 06:45","10/03/2022 07:11","0","100","1585","1","10/03/2022 07:11","R_V55azZyVFzOfH33","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","1","5","4","5","2","4","2","4","3","4","2","4","1","5","5","4","4","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","5","1","5","4","3","4","2","4","1","2","when researchers can't replicate previous studies due to inadequate info/false statistics ","2","2","1","nope"
"49","10/03/2022 09:44","10/03/2022 10:28","0","100","2641","1","10/03/2022 10:28","R_3jVQjeo8eTLcF7s","anonymous","EN","1","","UKRN09","","","","","","2nd Year","","","","","2","4","4","4","2","4","3","4","2","4","4","4","4","4","4","4","3","1","1","1","","","1","","1","0","0","0","0","1","0","0","1","4","2","4","4","4","3","2","3","1","1","When results of many scientific studies are difficult or impossible to reproduce","2","2","3",""
"50","10/03/2022 10:12","10/03/2022 10:38","0","100","1532","1","10/03/2022 10:38","R_2YDF8AxUjcBMMUp","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","1","4","2","4","2","4","2","3","3","4","2","5","2","4","4","3","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","4","2","4","2","2","4","2","4","1","1","That the results of many studies have been done again and have not found the same results. ","3","1","1",""
"51","10/03/2022 13:03","10/03/2022 13:35","0","100","1928","1","10/03/2022 13:35","R_AFFNJGIwhbczPpf","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","2","5","1","5","1","2","4","5","1","5","1","3","2","3","3","1","5","1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","1","5","2","1","5","5","2","3","3","1","1","The problem where scientific studies are difficult to replicate.","2","2","1",""
"52","10/03/2022 13:56","10/03/2022 14:27","0","100","1871","1","10/03/2022 14:27","R_25L2Mjq6dLjjQXB","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","2","5","3","4","1","5","1","5","1","5","1","3","1","3","5","3","3","1","1","1","","","","","1","0","0","0","0","0","0","0","0","5","1","2","4","3","4","3","5","1","1","Lots of results from previous scientific studies cant be reached again meaning they may be wrong","3","1","1",""
"53","09/03/2022 11:40","10/03/2022 18:34","0","100","111239","1","10/03/2022 18:34","R_22Y6NHCBUj0KuhX","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","1","5","1","5","3","3","3","5","1","5","2","3","2","4","2","3","3","1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","1","4","3","5","4","3","4","3","5","1","3","many scientific studies may not be able to be replicated so they could be likely to be wrong","3","3","1",""
"54","10/03/2022 18:23","10/03/2022 19:18","0","100","3315","1","10/03/2022 19:18","R_r2xs9FQrIYg602B","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","2","4","2","3","3","3","3","4","3","3","4","4","4","4","3","3","3","1","1","1","1","1","1","1","1","0","1","0","1","0","0","1","0","4","3","3","4","3","3","3","4","1","1","the results of many scientific studies are almost impossible to reproduce ","1","1","1",""
"55","11/03/2022 04:27","11/03/2022 05:40","0","100","4376","1","11/03/2022 05:40","R_2OPkNcCrdZ3k5zq","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","1","5","2","3","2","4","2","4","3","4","2","4","3","4","3","3","3","1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","1","5","3","5","3","4","4","2","3","1","1","When studies findings are hard to replicate ","3","1","1",""
"56","11/03/2022 05:03","11/03/2022 05:57","0","100","3287","1","11/03/2022 05:57","R_2ux61iZFRXecNHW","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","2","5","2","5","1","5","2","5","2","5","1","4","1","5","1","4","3","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","5","1","5","1","3","4","1","2","1","1","Low amount of studies being successfully replicated, meaning that results may be invalid.","1","1","1",""
"57","11/03/2022 05:49","11/03/2022 06:32","0","100","2598","1","11/03/2022 06:32","R_e3QmHm4miSKgIDL","anonymous","EN","1","","UKRN09","","","","","","2nd Year","","","","","1","4","2","4","2","4","2","4","4","4","2","5","1","5","1","3","3","1","1","1","","","1","1","1","1","0","1","0","0","1","0","0","4","2","2","5","3","4","2","4","1","1","many past studies are hard to recreate and find the same results for","2","3","1",""
"58","11/03/2022 07:29","11/03/2022 07:54","0","100","1500","1","11/03/2022 07:54","R_1NxGc2mcWXSbwC8","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","3","5","2","4","1","5","2","5","3","5","4","3","3","2","3","2","4","1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","1","5","2","3","4","4","2","3","5","1","1","many studies not being able to replicate each others results","3","3","1",""
"59","11/03/2022 07:31","11/03/2022 08:08","0","100","2194","1","11/03/2022 08:08","R_1Cm5UXNzC2O5RZD","anonymous","EN","1","","UKRN09","","","","","","2nd Year","","","","","1","4","2","4","3","4","3","4","4","4","2","4","1","4","3","2","4","1","1","1","1","1","1","1","1","0","1","1","0","1","1","0","1","4","2","4","3","5","2","3","4","2","","","1","1","1",""
"60","11/03/2022 10:21","11/03/2022 10:48","0","100","1610","1","11/03/2022 10:48","R_2B2Sgb0A7rOjQEW","anonymous","EN","1","","UKRN09","","","","","","2nd Year","","","","","2","4","3","4","2","4","3","4","2","4","2","5","3","3","3","3","4","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","4","2","4","2","4","2","3","3","2","","","1","3","1",""
"61","11/03/2022 20:06","11/03/2022 20:44","0","100","2302","1","11/03/2022 20:44","R_2trAClQyqL29fnH","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","1","4","1","4","3","3","3","4","4","3","3","5","3","4","5","1","5","","","1","","1","1","1","1","0","0","1","1","1","1","1","1","4","2","3","5","5","4","3","4","3","","","2","3","3",""
"62","11/03/2022 22:31","11/03/2022 23:00","0","100","1705","1","11/03/2022 23:00","R_1HkTolWZdzPovEi","anonymous","EN","1","","UKRN09","","","","","","2nd Year","","","","","2","5","2","4","5","3","2","4","4","4","1","4","1","3","2","2","4","1","1","1","","","1","","1","1","1","1","0","0","1","0","0","4","3","4","4","5","4","3","4","2","","","1","3","1",""
"63","12/03/2022 05:47","12/03/2022 06:26","0","100","2348","1","12/03/2022 06:26","R_2Tq0udejJfrTyfR","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","2","4","2","5","2","3","3","5","2","3","4","3","2","3","2","2","4","1","1","1","1","1","1","1","1","0","0","1","0","0","1","0","0","4","2","4","5","5","3","3","3","2","","","3","1","1",""
"64","12/03/2022 06:25","12/03/2022 06:57","0","100","1937","1","12/03/2022 06:57","R_3nH6WZXtAlIh4yd","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","2","5","2","5","1","4","1","5","3","4","2","4","2","5","1","2","5","1","1","1","1","1","1","1","1","1","0","0","1","0","0","1","0","4","2","5","2","5","4","2","5","1","1","replication crisis is when past research findings can't be reproduced due to various factors","1","3","1","no"
"65","12/03/2022 09:43","12/03/2022 09:47","0","100","245","1","12/03/2022 09:47","R_3O2hAIJihjI4yn8","anonymous","EN","1","","UKRN09","","","","","","2nd Year","","","","","2","3","3","2","3","3","2","3","3","3","3","2","3","3","3","2","3","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","2","3","2","4","3","2","2","2","2","","","2","2","2",""
"66","12/03/2022 11:19","12/03/2022 11:34","0","100","938","1","12/03/2022 11:34","R_1CinUkSIeeuYKZP","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","2","4","2","4","3","4","3","4","3","4","3","4","2","3","3","2","3","1","1","1","1","1","1","1","1","0","0","1","0","0","1","0","0","1","5","4","4","3","4","3","4","2","","","2","3","1",""
"67","13/03/2022 15:30","13/03/2022 15:55","0","100","1527","1","13/03/2022 15:56","R_3NPyBSec0pg7fH2","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","1","5","2","3","3","4","2","4","2","3","3","4","2","3","4","2","4","1","1","1","1","1","1","","1","1","0","1","0","1","1","0","1","1","4","3","4","5","4","2","3","3","","","3","3","1",""
"68","14/03/2022 05:17","14/03/2022 05:42","0","100","1474","1","14/03/2022 05:42","R_3nuXAdd5zJWxvHG","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","2","4","2","4","4","4","2","4","2","4","2","4","2","4","4","4","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","4","2","4","2","5","2","2","4","1","1","not being able to replicate famous studies ","2","1","1",""
"69","14/03/2022 07:58","14/03/2022 08:23","0","100","1533","1","14/03/2022 08:23","R_1MS7QuSKxxOLjyF","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","2","4","2","4","2","4","2","4","4","4","2","4","2","4","4","4","3","","","1","","","","","1","0","0","0","0","0","0","0","0","4","2","3","4","4","4","2","4","2","","","1","1","1",""
"70","14/03/2022 10:52","14/03/2022 11:26","0","100","2033","1","14/03/2022 11:26","R_6X3xxg57EWXhCXD","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","1","5","4","4","3","2","4","4","2","4","2","5","1","5","1","5","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","1","5","2","5","1","5","2","1","5","1","1","crisis regarding methodological issues in psychology or science more broadly where studies are failing to be replicated  or reproduced.","1","1","1",""
"71","14/03/2022 11:16","14/03/2022 12:09","0","100","3174","1","14/03/2022 12:09","R_OvQZTDn2KuL8ozD","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","2","4","2","4","2","4","3","4","3","4","4","3","1","3","3","3","3","1","1","1","1","1","1","1","1","0","0","1","0","0","1","0","0","4","2","4","4","4","4","3","3","1","1","when a study cannot be replicated because the results were changed to fit the hypothesis.","3","3","1",""
"72","14/03/2022 11:45","14/03/2022 12:19","0","100","2046","1","14/03/2022 12:19","R_phBk6zlgnU49oXf","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","2","4","2","3","3","4","3","5","2","4","3","4","3","3","3","3","3","1","","1","","","","","","1","0","0","0","0","0","0","0","4","4","3","3","2","4","2","3","2","","","2","3","3",""
"73","14/03/2022 12:05","14/03/2022 13:09","0","100","3838","1","14/03/2022 13:09","R_1LLhTF6mw4uuB8O","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","2","4","1","5","1","3","3","3","4","4","1","3","1","5","1","3","4","1","1","1","1","1","1","1","1","0","1","1","0","1","1","0","1","5","2","5","1","3","4","2","3","1","1","I think it was the crisis where the a larg protion of studies that had been taken at face value were found to not have been repliacted or were hard to replicate. Which made findings highly unreliable. ","1","1","3",""
"74","14/03/2022 13:24","14/03/2022 14:30","0","100","3954","1","14/03/2022 14:30","R_eSeYoV9XQweHk0p","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","2","4","2","4","2","3","3","4","3","4","2","4","3","3","4","3","4","1","","1","","","1","","1","0","0","0","0","0","0","0","0","4","2","4","3","4","4","2","3","1","3","I thinking it is about replicating studies to find results that either support or contradict the findings of previous study.  ","2","3","3",""
"75","14/03/2022 13:15","14/03/2022 15:00","0","100","6275","1","14/03/2022 15:00","R_1mqM6jEECAzlYlt","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","3","4","2","5","3","4","2","5","1","5","1","3","1","2","1","2","5","1","","1","","","1","","1","0","0","0","0","0","0","0","0","2","4","1","4","5","3","2","5","3","","","1","1","3",""
"76","15/03/2022 04:49","15/03/2022 05:33","0","100","2639","1","15/03/2022 05:33","R_31zOQW6mBe9vEPJ","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","2","5","2","5","1","5","1","4","2","4","1","3","1","4","5","3","3","1","1","1","1","1","1","1","1","0","0","1","0","0","1","0","0","5","1","4","3","4","4","2","5","1","1","when a study can't be replicated with the same results by different researchers","1","1","1",""
"77","08/03/2022 04:29","08/03/2022 04:42","0","50","768","0","15/03/2022 05:42","R_3qJOWX0SrJnl3t3","anonymous","EN","1","","UKRN09","","","","","","0","","","","","1","4","2","4","2","4","1","5","1","5","1","4","2","3","4","2","5","1","1","1","1","","1","","1","0","0","0","0","0","0","0","0","4","2","4","3","5","4","2","4","2","","","3","1","1",""
"78","15/03/2022 05:33","15/03/2022 05:56","0","100","1359","1","15/03/2022 05:56","R_2b1tdoPbhHPe3g2","anonymous","EN","1","","UKRN09","","","","","","1st Year","","","","","2","4","2","4","3","3","3","3","3","4","4","4","4","3","4","4","3","","","","","","","","","0","0","0","0","0","0","0","0","1","3","3","4","3","3","3","4","3","","","3","3","1",""
"79","15/03/2022 08:04","15/03/2022 08:22","0","100","1093","1","15/03/2022 08:22","R_3iEiYWpBw7yagQ8","anonymous","EN","1","","UKRN09","","","","","","2nd Year","","","","","1","5","1","3","3","4","3","4","5","4","5","4","4","5","3","1","5","1","1","1","","","1","","1","0","0","0","0","0","0","0","0","5","1","5","5","5","3","3","4","3","","","3","2","1",""
"80","08/03/2022 07:54","08/03/2022 07:55","0","11","73","0","15/03/2022 08:55","R_1H8gewxSTvh8yhz","anonymous","EN","1","","UKRN09","","","","","","0","","","","","2","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","1","","","","","","","","","1","","","","","",""
"81","09/03/2022 15:04","09/03/2022 15:05","0","8","29","0","16/03/2022 16:05","R_oYIUKD11GBCvdD3","anonymous","EN","1","","UKRN09","","","","","","0","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"82","17/03/2022 07:11","17/03/2022 07:40","0","100","1729","1","17/03/2022 07:40","R_2qBN889YiCsXPUP","anonymous","EN","1","","UKRN09","","","","","","2nd Year","","","","","2","5","2","3","2","4","3","5","2","4","2","4","2","4","4","4","4","1","1","1","1","1","1","1","1","0","1","0","1","0","0","0","0","5","2","4","4","5","2","3","4","1","1","the lack of ability to replicate research studies","2","3","1",""
